calendar_year,location_id,location,age_group_public,experiencing_homelessness_cnt
2020,CA-606,Long Beach CoC (Los Angeles County),Unknown,13
2020,CA-600,Los Angeles County CoC,18-24,6849
2020,CA-600,Los Angeles County CoC,25-34,14843
2020,CA-600,Los Angeles County CoC,35-44,14336
2020,CA-600,Los Angeles County CoC,45-54,13251
2020,CA-600,Los Angeles County CoC,55-64,12428
2020,CA-600,Los Angeles County CoC,65+,4853
2020,CA-600,Los Angeles County CoC,Invalid,24
2020,CA-600,Los Angeles County CoC,Under 18,14316
2020,CA-600,Los Angeles County CoC,Unknown,4417
2020,CA-507,Marin County CoC,18-24,59
2020,CA-507,Marin County CoC,25-34,143
2020,CA-507,Marin County CoC,35-44,150
2020,CA-507,Marin County CoC,45-54,137
2020,CA-507,Marin County CoC,55-64,163
2020,CA-507,Marin County CoC,65+,90
2020,CA-507,Marin County CoC,Under 18,308
2020,CA-509,Mendocino County CoC,18-24,69
2020,CA-509,Mendocino County CoC,25-34,170
2020,CA-509,Mendocino County CoC,35-44,193
2020,CA-509,Mendocino County CoC,45-54,199
2020,CA-509,Mendocino County CoC,55-64,156
2020,CA-509,Mendocino County CoC,65+,87
2020,CA-509,Mendocino County CoC,Under 18,196
2020,CA-520,Merced County CoC,18-24,212
2020,CA-520,Merced County CoC,25-34,442
2020,CA-520,Merced County CoC,35-44,386
2020,CA-520,Merced County CoC,45-54,263
2020,CA-520,Merced County CoC,55-64,223
2020,CA-520,Merced County CoC,65+,67
2020,CA-520,Merced County CoC,Under 18,1034
2020,CA-506,"Monterey, San Benito Counties CoC",18-24,162
2020,CA-506,"Monterey, San Benito Counties CoC",25-34,329
2020,CA-506,"Monterey, San Benito Counties CoC",35-44,342
2020,CA-506,"Monterey, San Benito Counties CoC",45-54,282
2020,CA-506,"Monterey, San Benito Counties CoC",55-64,312
2020,CA-506,"Monterey, San Benito Counties CoC",65+,151
2020,CA-506,"Monterey, San Benito Counties CoC",Under 18,746
2020,CA-517,Napa County CoC,18-24,112
2020,CA-517,Napa County CoC,25-34,243
2020,CA-517,Napa County CoC,35-44,235
2020,CA-517,Napa County CoC,45-54,244
2020,CA-517,Napa County CoC,55-64,217
2020,CA-517,Napa County CoC,65+,109
2020,CA-517,Napa County CoC,Under 18,205
2020,CA-531,Nevada County CoC,18-24,32
2020,CA-531,Nevada County CoC,25-34,107
2020,CA-531,Nevada County CoC,35-44,103
2020,CA-531,Nevada County CoC,45-54,116
2020,CA-531,Nevada County CoC,55-64,118
2020,CA-531,Nevada County CoC,65+,46
2020,CA-531,Nevada County CoC,Under 18,27
2020,CA-602,Orange County CoC,18-24,636
2020,CA-602,Orange County CoC,25-34,1943
2020,CA-602,Orange County CoC,35-44,1876
2020,CA-602,Orange County CoC,45-54,1959
2020,CA-602,Orange County CoC,55-64,2062
2020,CA-602,Orange County CoC,65+,847
2020,CA-602,Orange County CoC,Under 18,2644
2020,CA-602,Orange County CoC,Unknown,60
2020,CA-607,Pasadena CoC (Los Angeles County),18-24,104
2020,CA-607,Pasadena CoC (Los Angeles County),25-34,179
2020,CA-607,Pasadena CoC (Los Angeles County),35-44,169
2020,CA-607,Pasadena CoC (Los Angeles County),45-54,219
2020,CA-607,Pasadena CoC (Los Angeles County),55-64,289
2020,CA-607,Pasadena CoC (Los Angeles County),65+,152
2020,CA-607,Pasadena CoC (Los Angeles County),Under 18,200
2020,CA-515,Placer County CoC,18-24,121
2020,CA-515,Placer County CoC,25-34,310
2020,CA-515,Placer County CoC,35-44,303
2020,CA-515,Placer County CoC,45-54,298
2020,CA-515,Placer County CoC,55-64,254
2020,CA-515,Placer County CoC,65+,122
2020,CA-515,Placer County CoC,Under 18,454
2020,CA-515,Placer County CoC,Unknown,12
2020,CA-608,Riverside County CoC,18-24,776
2020,CA-608,Riverside County CoC,25-34,1567
2020,CA-608,Riverside County CoC,35-44,1451
2020,CA-608,Riverside County CoC,45-54,1219
2020,CA-608,Riverside County CoC,55-64,1177
2020,CA-608,Riverside County CoC,65+,571
2020,CA-608,Riverside County CoC,Under 18,2353
2020,CA-608,Riverside County CoC,Unknown,50
2020,CA-503,Sacramento County CoC,18-24,1048
2020,CA-503,Sacramento County CoC,25-34,1310
2020,CA-503,Sacramento County CoC,35-44,1277
2020,CA-503,Sacramento County CoC,45-54,1367
2020,CA-503,Sacramento County CoC,55-64,1541
2020,CA-503,Sacramento County CoC,65+,574
2020,CA-503,Sacramento County CoC,Under 18,3076
2020,CA-503,Sacramento County CoC,Unknown,19
2020,CA-609,San Bernardino County CoC,18-24,818
2020,CA-609,San Bernardino County CoC,25-34,1317
2020,CA-609,San Bernardino County CoC,35-44,1146
2020,CA-609,San Bernardino County CoC,45-54,886
2020,CA-609,San Bernardino County CoC,55-64,903
2020,CA-609,San Bernardino County CoC,65+,356
2020,CA-609,San Bernardino County CoC,Under 18,3439
2020,CA-609,San Bernardino County CoC,Unknown,73
2020,CA-601,San Diego County CoC,18-24,1608
2020,CA-601,San Diego County CoC,25-34,3227
2020,CA-601,San Diego County CoC,35-44,3195
2020,CA-601,San Diego County CoC,45-54,3294
2020,CA-601,San Diego County CoC,55-64,3626
2020,CA-601,San Diego County CoC,65+,1474
2020,CA-601,San Diego County CoC,Under 18,3369
2020,CA-601,San Diego County CoC,Unknown,773
2020,CA-501,San Francisco CoC,18-24,1181
2020,CA-501,San Francisco CoC,25-34,1874
2020,CA-501,San Francisco CoC,35-44,1838
2020,CA-501,San Francisco CoC,45-54,1724
2020,CA-501,San Francisco CoC,55-64,1711
2020,CA-501,San Francisco CoC,65+,792
2020,CA-501,San Francisco CoC,Under 18,2639
2020,CA-501,San Francisco CoC,Unknown,18
2020,CA-511,San Joaquin County CoC,18-24,563
2020,CA-511,San Joaquin County CoC,25-34,1136
2020,CA-511,San Joaquin County CoC,35-44,867
2020,CA-511,San Joaquin County CoC,45-54,594
2020,CA-511,San Joaquin County CoC,55-64,507
2020,CA-511,San Joaquin County CoC,65+,221
2020,CA-511,San Joaquin County CoC,Under 18,2862
2020,CA-614,San Luis Obispo County CoC,18-24,123
2020,CA-614,San Luis Obispo County CoC,25-34,252
2020,CA-614,San Luis Obispo County CoC,35-44,284
2020,CA-614,San Luis Obispo County CoC,45-54,226
2020,CA-614,San Luis Obispo County CoC,55-64,221
2020,CA-614,San Luis Obispo County CoC,65+,121
2020,CA-614,San Luis Obispo County CoC,Under 18,552
2020,CA-512,San Mateo County CoC,18-24,179
2020,CA-512,San Mateo County CoC,25-34,547
2020,CA-512,San Mateo County CoC,35-44,491
2020,CA-512,San Mateo County CoC,45-54,472
2020,CA-512,San Mateo County CoC,55-64,490
2020,CA-512,San Mateo County CoC,65+,221
2020,CA-512,San Mateo County CoC,Under 18,974
2020,CA-603,Santa Barbara County CoC,18-24,225
2020,CA-603,Santa Barbara County CoC,25-34,435
2020,CA-603,Santa Barbara County CoC,35-44,491
2020,CA-603,Santa Barbara County CoC,45-54,461
2020,CA-603,Santa Barbara County CoC,55-64,573
2020,CA-603,Santa Barbara County CoC,65+,241
2020,CA-603,Santa Barbara County CoC,Under 18,694
2020,CA-500,Santa Clara County CoC,18-24,832
2020,CA-500,Santa Clara County CoC,25-34,1728
2020,CA-500,Santa Clara County CoC,35-44,1861
2020,CA-500,Santa Clara County CoC,45-54,1756
2020,CA-500,Santa Clara County CoC,55-64,1877
2020,CA-500,Santa Clara County CoC,65+,890
2020,CA-500,Santa Clara County CoC,Under 18,2676
2020,CA-500,Santa Clara County CoC,Unknown,12
2020,CA-508,Santa Cruz County CoC,18-24,156
2020,CA-508,Santa Cruz County CoC,25-34,381
2020,CA-508,Santa Cruz County CoC,35-44,420
2020,CA-508,Santa Cruz County CoC,45-54,370
2020,CA-508,Santa Cruz County CoC,55-64,366
2020,CA-508,Santa Cruz County CoC,65+,229
2020,CA-508,Santa Cruz County CoC,Under 18,492
2020,CA-508,Santa Cruz County CoC,Unknown,13
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,84
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,249
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,224
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,190
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,273
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,112
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,286
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,174
2020,CA-518,Solano County CoC,18-24,81
2020,CA-518,Solano County CoC,25-34,221
2020,CA-518,Solano County CoC,35-44,265
2020,CA-518,Solano County CoC,45-54,249
2020,CA-518,Solano County CoC,55-64,274
2020,CA-518,Solano County CoC,65+,124
2020,CA-518,Solano County CoC,Under 18,255
2020,CA-504,Sonoma County CoC,18-24,264
2020,CA-504,Sonoma County CoC,25-34,436
2020,CA-504,Sonoma County CoC,35-44,467
2020,CA-504,Sonoma County CoC,45-54,550
2020,CA-504,Sonoma County CoC,55-64,539
2020,CA-504,Sonoma County CoC,65+,244
2020,CA-504,Sonoma County CoC,Under 18,551
2020,CA-510,Stanislaus County CoC,18-24,415
2020,CA-510,Stanislaus County CoC,25-34,749
2020,CA-510,Stanislaus County CoC,35-44,772
2020,CA-510,Stanislaus County CoC,45-54,617
2020,CA-510,Stanislaus County CoC,55-64,636
2020,CA-510,Stanislaus County CoC,65+,191
2020,CA-510,Stanislaus County CoC,Under 18,1341
2020,CA-527,Tehama County CoC,18-24,30
2020,CA-527,Tehama County CoC,25-34,86
2020,CA-527,Tehama County CoC,35-44,93
2020,CA-527,Tehama County CoC,45-54,63
2020,CA-527,Tehama County CoC,55-64,80
2020,CA-527,Tehama County CoC,65+,34
2020,CA-527,Tehama County CoC,Under 18,59
2020,CA-611,Ventura County CoC,18-24,143
2020,CA-611,Ventura County CoC,25-34,289
2020,CA-611,Ventura County CoC,35-44,396
2020,CA-611,Ventura County CoC,45-54,419
2020,CA-611,Ventura County CoC,55-64,549
2020,CA-611,Ventura County CoC,65+,262
2020,CA-611,Ventura County CoC,Under 18,579
2020,CA-521,Yolo County CoC,18-24,107
2020,CA-521,Yolo County CoC,25-34,216
2020,CA-521,Yolo County CoC,35-44,249
2020,CA-521,Yolo County CoC,45-54,218
2020,CA-521,Yolo County CoC,55-64,232
2020,CA-521,Yolo County CoC,65+,111
2020,CA-521,Yolo County CoC,Under 18,425
2020,CA-524,"Yuba, Sutter Counties CoC",18-24,56
2020,CA-524,"Yuba, Sutter Counties CoC",25-34,103
2020,CA-524,"Yuba, Sutter Counties CoC",35-44,93
2020,CA-524,"Yuba, Sutter Counties CoC",45-54,59
2020,CA-524,"Yuba, Sutter Counties CoC",55-64,72
2020,CA-524,"Yuba, Sutter Counties CoC",65+,41
2020,CA-524,"Yuba, Sutter Counties CoC",Under 18,283
2021,CA-502,Alameda County CoC,18-24,865
2021,CA-502,Alameda County CoC,25-34,1529
2021,CA-502,Alameda County CoC,35-44,1482
2021,CA-502,Alameda County CoC,45-54,1559
2021,CA-502,Alameda County CoC,55-64,1848
2021,CA-502,Alameda County CoC,65+,868
2021,CA-502,Alameda County CoC,Under 18,1847
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,17
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,37
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,33
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,26
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,36
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,13
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,61
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,51
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,125
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,99
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,110
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,108
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,54
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,191
2021,CA-519,Butte County CoC,18-24,154
2021,CA-519,Butte County CoC,25-34,327
2021,CA-519,Butte County CoC,35-44,365
2021,CA-519,Butte County CoC,45-54,325
2021,CA-519,Butte County CoC,55-64,316
2021,CA-519,Butte County CoC,65+,192
2021,CA-519,Butte County CoC,Under 18,361
2021,CA-519,Butte County CoC,Unknown,13
2021,Statewide,California,18-24,20164
2021,Statewide,California,25-34,42612
2021,Statewide,California,35-44,42945
2021,Statewide,California,45-54,38212
2021,Statewide,California,55-64,39042
2021,Statewide,California,65+,17257
2021,Statewide,California,Invalid,73
2021,Statewide,California,Under 18,55578
2021,Statewide,California,Unknown,7580
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,72
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,118
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,104
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,81
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,67
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,35
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,240
2021,CA-505,Contra Costa County CoC,18-24,486
2021,CA-505,Contra Costa County CoC,25-34,894
2021,CA-505,Contra Costa County CoC,35-44,933
2021,CA-505,Contra Costa County CoC,45-54,879
2021,CA-505,Contra Costa County CoC,55-64,994
2021,CA-505,Contra Costa County CoC,65+,439
2021,CA-505,Contra Costa County CoC,Under 18,1245
2021,CA-525,El Dorado County CoC,18-24,25
2021,CA-525,El Dorado County CoC,25-34,40
2021,CA-525,El Dorado County CoC,35-44,61
2021,CA-525,El Dorado County CoC,45-54,62
2021,CA-525,El Dorado County CoC,55-64,82
2021,CA-525,El Dorado County CoC,65+,50
2021,CA-525,El Dorado County CoC,Under 18,97
2021,CA-514,"Fresno, Madera Counties CoC",18-24,465
2021,CA-514,"Fresno, Madera Counties CoC",25-34,1150
2021,CA-514,"Fresno, Madera Counties CoC",35-44,1325
2021,CA-514,"Fresno, Madera Counties CoC",45-54,1283
2021,CA-514,"Fresno, Madera Counties CoC",55-64,1084
2021,CA-514,"Fresno, Madera Counties CoC",65+,380
2021,CA-514,"Fresno, Madera Counties CoC",Under 18,1227
2021,CA-514,"Fresno, Madera Counties CoC",Unknown,38
2021,CA-612,Glendale CoC (Los Angeles County),18-24,40
2021,CA-612,Glendale CoC (Los Angeles County),25-34,84
2021,CA-612,Glendale CoC (Los Angeles County),35-44,78
2021,CA-612,Glendale CoC (Los Angeles County),45-54,80
2021,CA-612,Glendale CoC (Los Angeles County),55-64,95
2021,CA-612,Glendale CoC (Los Angeles County),65+,53
2021,CA-612,Glendale CoC (Los Angeles County),Under 18,131
2021,CA-522,Humboldt County CoC,18-24,139
2021,CA-522,Humboldt County CoC,25-34,207
2021,CA-522,Humboldt County CoC,35-44,384
2021,CA-522,Humboldt County CoC,45-54,285
2021,CA-522,Humboldt County CoC,55-64,269
2021,CA-522,Humboldt County CoC,65+,136
2021,CA-522,Humboldt County CoC,Under 18,248
2021,CA-522,Humboldt County CoC,Unknown,29
2021,CA-613,Imperial County CoC,18-24,140
2021,CA-613,Imperial County CoC,25-34,254
2021,CA-613,Imperial County CoC,35-44,184
2021,CA-613,Imperial County CoC,45-54,119
2021,CA-613,Imperial County CoC,55-64,137
2021,CA-613,Imperial County CoC,65+,91
2021,CA-613,Imperial County CoC,Under 18,685
2021,CA-613,Imperial County CoC,Unknown,31
2021,CA-604,Kern County CoC,18-24,606
2021,CA-604,Kern County CoC,25-34,1223
2021,CA-604,Kern County CoC,35-44,1217
2021,CA-604,Kern County CoC,45-54,1029
2021,CA-604,Kern County CoC,55-64,913
2021,CA-604,Kern County CoC,65+,294
2021,CA-604,Kern County CoC,Under 18,2150
2021,CA-513,"Kings, Tulare Counties CoC",18-24,312
2021,CA-513,"Kings, Tulare Counties CoC",25-34,577
2021,CA-513,"Kings, Tulare Counties CoC",35-44,675
2021,CA-513,"Kings, Tulare Counties CoC",45-54,516
2021,CA-513,"Kings, Tulare Counties CoC",55-64,429
2021,CA-513,"Kings, Tulare Counties CoC",65+,137
2021,CA-513,"Kings, Tulare Counties CoC",Under 18,966
2021,CA-529,Lake County CoC,18-24,25
2021,CA-529,Lake County CoC,25-34,87
2021,CA-529,Lake County CoC,35-44,66
2021,CA-529,Lake County CoC,45-54,49
2021,CA-529,Lake County CoC,55-64,63
2021,CA-529,Lake County CoC,65+,34
2021,CA-529,Lake County CoC,Under 18,65
2021,CA-606,Long Beach CoC (Los Angeles County),18-24,192
2021,CA-606,Long Beach CoC (Los Angeles County),25-34,369
2021,CA-606,Long Beach CoC (Los Angeles County),35-44,432
2021,CA-606,Long Beach CoC (Los Angeles County),45-54,442
2021,CA-606,Long Beach CoC (Los Angeles County),55-64,604
2021,CA-606,Long Beach CoC (Los Angeles County),65+,343
2021,CA-606,Long Beach CoC (Los Angeles County),Under 18,459
2021,CA-606,Long Beach CoC (Los Angeles County),Unknown,57
2021,CA-600,Los Angeles County CoC,18-24,6222
2021,CA-600,Los Angeles County CoC,25-34,15057
2021,CA-600,Los Angeles County CoC,35-44,14971
2021,CA-600,Los Angeles County CoC,45-54,13147
2021,CA-600,Los Angeles County CoC,55-64,12508
2021,CA-600,Los Angeles County CoC,65+,5117
2021,CA-600,Los Angeles County CoC,Invalid,19
2021,CA-600,Los Angeles County CoC,Under 18,12812
2021,CA-600,Los Angeles County CoC,Unknown,3345
2021,CA-507,Marin County CoC,18-24,107
2021,CA-507,Marin County CoC,25-34,230
2021,CA-507,Marin County CoC,35-44,226
2021,CA-507,Marin County CoC,45-54,255
2021,CA-507,Marin County CoC,55-64,290
2021,CA-507,Marin County CoC,65+,165
2021,CA-507,Marin County CoC,Under 18,331
2021,CA-507,Marin County CoC,Unknown,172
2021,CA-509,Mendocino County CoC,18-24,75
2021,CA-509,Mendocino County CoC,25-34,227
2021,CA-509,Mendocino County CoC,35-44,263
2021,CA-509,Mendocino County CoC,45-54,225
2021,CA-509,Mendocino County CoC,55-64,174
2021,CA-509,Mendocino County CoC,65+,125
2021,CA-509,Mendocino County CoC,Under 18,296
2021,CA-520,Merced County CoC,18-24,174
2021,CA-520,Merced County CoC,25-34,434
2021,CA-520,Merced County CoC,35-44,435
2021,CA-520,Merced County CoC,45-54,332
2021,CA-520,Merced County CoC,55-64,321
2021,CA-520,Merced County CoC,65+,116
2021,CA-520,Merced County CoC,Under 18,513
2021,CA-506,"Monterey, San Benito Counties CoC",18-24,194
2021,CA-506,"Monterey, San Benito Counties CoC",25-34,422
2021,CA-506,"Monterey, San Benito Counties CoC",35-44,436
2021,CA-506,"Monterey, San Benito Counties CoC",45-54,309
2021,CA-506,"Monterey, San Benito Counties CoC",55-64,361
2021,CA-506,"Monterey, San Benito Counties CoC",65+,191
2021,CA-506,"Monterey, San Benito Counties CoC",Under 18,705
2021,CA-517,Napa County CoC,18-24,49
2021,CA-517,Napa County CoC,25-34,109
2021,CA-517,Napa County CoC,35-44,143
2021,CA-517,Napa County CoC,45-54,151
2021,CA-517,Napa County CoC,55-64,147
2021,CA-517,Napa County CoC,65+,63
2021,CA-517,Napa County CoC,Under 18,87
2021,CA-531,Nevada County CoC,18-24,49
2021,CA-531,Nevada County CoC,25-34,122
2021,CA-531,Nevada County CoC,35-44,126
2021,CA-531,Nevada County CoC,45-54,114
2021,CA-531,Nevada County CoC,55-64,142
2021,CA-531,Nevada County CoC,65+,66
2021,CA-531,Nevada County CoC,Under 18,78
2021,CA-531,Nevada County CoC,Unknown,34
2021,CA-602,Orange County CoC,18-24,810
2021,CA-602,Orange County CoC,25-34,2039
2021,CA-602,Orange County CoC,35-44,2032
2021,CA-602,Orange County CoC,45-54,1932
2021,CA-602,Orange County CoC,55-64,2080
2021,CA-602,Orange County CoC,65+,910
2021,CA-602,Orange County CoC,Under 18,2762
2021,CA-602,Orange County CoC,Unknown,3160
2021,CA-607,Pasadena CoC (Los Angeles County),18-24,99
2021,CA-607,Pasadena CoC (Los Angeles County),25-34,119
2021,CA-607,Pasadena CoC (Los Angeles County),35-44,117
2021,CA-607,Pasadena CoC (Los Angeles County),45-54,158
2021,CA-607,Pasadena CoC (Los Angeles County),55-64,222
2021,CA-607,Pasadena CoC (Los Angeles County),65+,108
2021,CA-607,Pasadena CoC (Los Angeles County),Under 18,165
2021,CA-607,Pasadena CoC (Los Angeles County),Unknown,39
2021,CA-515,Placer County CoC,18-24,154
2021,CA-515,Placer County CoC,25-34,373
2021,CA-515,Placer County CoC,35-44,374
2021,CA-515,Placer County CoC,45-54,353
2021,CA-515,Placer County CoC,55-64,327
2021,CA-515,Placer County CoC,65+,146
2021,CA-515,Placer County CoC,Under 18,477
2021,CA-608,Riverside County CoC,18-24,638
2021,CA-608,Riverside County CoC,25-34,1438
2021,CA-608,Riverside County CoC,35-44,1336
2021,CA-608,Riverside County CoC,45-54,1105
2021,CA-608,Riverside County CoC,55-64,1090
2021,CA-608,Riverside County CoC,65+,530
2021,CA-608,Riverside County CoC,Under 18,2497
2021,CA-608,Riverside County CoC,Unknown,30
2021,CA-503,Sacramento County CoC,18-24,1031
2021,CA-503,Sacramento County CoC,25-34,1348
2021,CA-503,Sacramento County CoC,35-44,1458
2021,CA-503,Sacramento County CoC,45-54,1445
2021,CA-503,Sacramento County CoC,55-64,1702
2021,CA-503,Sacramento County CoC,65+,671
2021,CA-503,Sacramento County CoC,Under 18,2928
2021,CA-503,Sacramento County CoC,Unknown,72
2021,CA-609,San Bernardino County CoC,18-24,673
2021,CA-609,San Bernardino County CoC,25-34,1276
2021,CA-609,San Bernardino County CoC,35-44,1103
2021,CA-609,San Bernardino County CoC,45-54,817
2021,CA-609,San Bernardino County CoC,55-64,877
2021,CA-609,San Bernardino County CoC,65+,372
2021,CA-609,San Bernardino County CoC,Under 18,2999
2021,CA-601,San Diego County CoC,18-24,1867
2021,CA-601,San Diego County CoC,25-34,3882
2021,CA-601,San Diego County CoC,35-44,3628
2021,CA-601,San Diego County CoC,45-54,3524
2021,CA-601,San Diego County CoC,55-64,3732
2021,CA-601,San Diego County CoC,65+,1517
2021,CA-601,San Diego County CoC,Invalid,15
2021,CA-601,San Diego County CoC,Under 18,4399
2021,CA-601,San Diego County CoC,Unknown,364
2021,CA-501,San Francisco CoC,18-24,1344
2021,CA-501,San Francisco CoC,25-34,2282
2021,CA-501,San Francisco CoC,35-44,2384
2021,CA-501,San Francisco CoC,45-54,2012
2021,CA-501,San Francisco CoC,55-64,1914
2021,CA-501,San Francisco CoC,65+,977
2021,CA-501,San Francisco CoC,Under 18,3278
2021,CA-501,San Francisco CoC,Unknown,20
2021,CA-511,San Joaquin County CoC,18-24,495
2021,CA-511,San Joaquin County CoC,25-34,1004
2021,CA-511,San Joaquin County CoC,35-44,817
2021,CA-511,San Joaquin County CoC,45-54,567
2021,CA-511,San Joaquin County CoC,55-64,544
2021,CA-511,San Joaquin County CoC,65+,241
2021,CA-511,San Joaquin County CoC,Under 18,2314
2021,CA-511,San Joaquin County CoC,Unknown,39
2021,CA-614,San Luis Obispo County CoC,18-24,191
2021,CA-614,San Luis Obispo County CoC,25-34,384
2021,CA-614,San Luis Obispo County CoC,35-44,397
2021,CA-614,San Luis Obispo County CoC,45-54,296
2021,CA-614,San Luis Obispo County CoC,55-64,275
2021,CA-614,San Luis Obispo County CoC,65+,154
2021,CA-614,San Luis Obispo County CoC,Under 18,634
2021,CA-512,San Mateo County CoC,18-24,184
2021,CA-512,San Mateo County CoC,25-34,499
2021,CA-512,San Mateo County CoC,35-44,513
2021,CA-512,San Mateo County CoC,45-54,460
2021,CA-512,San Mateo County CoC,55-64,569
2021,CA-512,San Mateo County CoC,65+,306
2021,CA-512,San Mateo County CoC,Under 18,899
2021,CA-512,San Mateo County CoC,Unknown,14
2021,CA-603,Santa Barbara County CoC,18-24,263
2021,CA-603,Santa Barbara County CoC,25-34,560
2021,CA-603,Santa Barbara County CoC,35-44,633
2021,CA-603,Santa Barbara County CoC,45-54,539
2021,CA-603,Santa Barbara County CoC,55-64,628
2021,CA-603,Santa Barbara County CoC,65+,275
2021,CA-603,Santa Barbara County CoC,Under 18,858
2021,CA-500,Santa Clara County CoC,18-24,964
2021,CA-500,Santa Clara County CoC,25-34,1928
2021,CA-500,Santa Clara County CoC,35-44,2148
2021,CA-500,Santa Clara County CoC,45-54,1834
2021,CA-500,Santa Clara County CoC,55-64,1991
2021,CA-500,Santa Clara County CoC,65+,951
2021,CA-500,Santa Clara County CoC,Under 18,2932
2021,CA-508,Santa Cruz County CoC,18-24,160
2021,CA-508,Santa Cruz County CoC,25-34,323
2021,CA-508,Santa Cruz County CoC,35-44,414
2021,CA-508,Santa Cruz County CoC,45-54,335
2021,CA-508,Santa Cruz County CoC,55-64,381
2021,CA-508,Santa Cruz County CoC,65+,253
2021,CA-508,Santa Cruz County CoC,Under 18,554
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,127
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,301
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,338
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,252
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,317
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,160
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,409
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,34
2021,CA-518,Solano County CoC,18-24,94
2021,CA-518,Solano County CoC,25-34,295
2021,CA-518,Solano County CoC,35-44,267
2021,CA-518,Solano County CoC,45-54,248
2021,CA-518,Solano County CoC,55-64,329
2021,CA-518,Solano County CoC,65+,177
2021,CA-518,Solano County CoC,Under 18,247
2021,CA-504,Sonoma County CoC,18-24,229
2021,CA-504,Sonoma County CoC,25-34,360
2021,CA-504,Sonoma County CoC,35-44,386
2021,CA-504,Sonoma County CoC,45-54,436
2021,CA-504,Sonoma County CoC,55-64,471
2021,CA-504,Sonoma County CoC,65+,228
2021,CA-504,Sonoma County CoC,Under 18,448
2021,CA-510,Stanislaus County CoC,18-24,441
2021,CA-510,Stanislaus County CoC,25-34,803
2021,CA-510,Stanislaus County CoC,35-44,802
2021,CA-510,Stanislaus County CoC,45-54,682
2021,CA-510,Stanislaus County CoC,55-64,691
2021,CA-510,Stanislaus County CoC,65+,250
2021,CA-510,Stanislaus County CoC,Under 18,1131
2021,CA-510,Stanislaus County CoC,Unknown,18
2021,CA-527,Tehama County CoC,18-24,22
2021,CA-527,Tehama County CoC,25-34,41
2021,CA-527,Tehama County CoC,35-44,52
2021,CA-527,Tehama County CoC,45-54,29
